187.481,137.824,148.505,187.573,94.9867,189.079,149.115,94.9075,171.554,136.102,450.289,150.32,487.892,187.494,572.623,174.257
186.488,137.375,147.036,186.133,92.4179,186.563,148.362,94.8314,170.927,135.8,451.168,150.073,488.273,186.975,572.037,172.848
185.499,137.055,145.67,184.671,89.9427,183.863,147.648,94.7596,170.224,135.551,451.868,149.861,488.617,186.701,572.742,170.315
184.542,136.739,144.49,183.2,87.5609,181.078,146.873,94.6874,169.547,135.304,452.697,149.489,488.878,186.579,574.062,167.029
183.6,136.348,143.549,181.75,85.2499,178.292,146.062,94.5992,168.892,135.028,453.406,149.223,489.131,186.365,574.873,163.968
182.678,136.063,142.622,180.355,83.1803,175.569,145.265,94.5071,168.161,134.701,454.135,148.905,489.391,186.104,575.434,160.941
181.751,135.807,141.683,179.103,81.1196,172.756,144.515,94.4543,167.441,134.312,454.9,148.683,489.654,185.844,575.961,157.854
180.844,135.566,140.755,177.93,79.0386,169.868,143.792,94.4574,166.727,134.037,455.51,148.347,489.833,185.434,575.93,155.845
179.39,135.19,139.497,176.173,76.1249,165.677,142.64,94.5269,165.626,133.648,456.644,147.971,490.077,184.739,574.631,153.135
178.98,135.1,139.083,175.699,75.2103,164.288,142.291,94.5058,165.256,133.383,456.98,147.814,490.141,184.562,574.368,152.567
177.526,134.804,137.934,173.979,72.4204,160.202,141.227,94.6665,164.105,133.01,457.884,147.36,490.404,183.981,572.364,150.956
176.607,134.615,137.21,173.03,70.7029,157.462,140.49,94.774,163.349,132.744,458.294,147.164,490.63,183.388,569.931,149.82
175.69,134.429,136.549,172.219,69.0323,154.691,139.821,94.861,162.612,132.495,458.618,146.97,490.777,182.867,568.542,148.733
174.776,134.299,135.839,171.573,67.4908,151.847,139.133,94.9595,161.86,132.266,458.897,146.879,490.929,182.276,568.766,147.1
173.85,134.141,135.025,170.948,66.0921,148.972,138.451,95.0263,161.085,132.027,459.076,146.735,491.068,181.708,568.057,146.38
173.409,134.082,134.688,170.732,65.4647,147.58,138.151,95.0299,160.731,131.888,459.149,146.674,491.104,181.568,567.966,145.921
171.981,133.852,133.747,170.086,63.7139,143.484,137.135,95.1164,159.613,131.546,459.354,146.594,491.311,180.831,566.479,145.334
171.032,133.651,133.288,169.916,62.8243,141.089,136.505,95.128,158.89,131.227,459.494,146.529,491.465,180.422,566.179,144.99
