196.611,137.925,154.532,177.199,129.349,176.861,161.185,93.8829,179.541,135.714,453.75,148.131,497.878,165.122,546.24,152.97
195.552,137.574,152.975,174.973,128.905,173.011,160.328,93.833,178.715,135.453,454.587,147.67,497.92,164.381,546.839,149.386
194.436,137.109,151.441,172.609,128.381,168.955,159.499,93.7815,177.829,135.105,455.433,147.247,497.96,163.931,546.991,146.063
193.3,136.596,149.959,170.152,128.043,164.803,158.675,93.7091,177.076,134.311,456.286,146.885,497.989,163.62,546.724,143.9
192.164,136.041,148.815,167.626,127.765,160.703,157.818,93.6601,176.372,133.465,457.122,146.448,497.969,163.411,546.741,142.906
191.041,135.508,147.815,165.109,127.254,156.827,156.963,93.6191,175.657,132.723,457.953,145.997,497.894,163.12,546.91,142.528
190.393,135.234,147.382,163.944,127.015,154.958,156.5,93.623,175.199,132.369,458.321,145.738,497.887,162.981,547.039,141.14
189.238,134.725,146.643,161.667,127.059,152.053,155.652,93.584,174.355,131.645,459.194,145.264,497.852,162.824,547.069,138.16
188.097,134.109,145.993,159.861,127.208,149.509,154.789,93.5694,173.561,130.832,459.994,144.988,497.881,162.763,547.225,134.503
186.918,133.482,145.32,157.879,127.351,146.418,153.912,93.5596,172.74,129.898,460.815,144.555,497.925,162.738,547.632,130.252
185.778,132.869,144.704,155.88,127.583,143.372,153.002,93.5534,172.068,128.852,461.727,144.006,497.954,162.582,547.003,126.52
184.633,132.165,144.118,153.979,127.45,140.378,152.087,93.5291,171.49,127.775,462.692,143.423,497.981,162.413,546.016,124.655
183.447,131.441,143.795,152.152,127.335,137.533,151.151,93.5054,170.971,126.64,463.61,142.96,498.02,162.297,544.989,123.743
182.952,131.111,143.646,151.296,127.324,136.236,150.685,93.4846,170.744,126.074,464.024,142.791,498.041,162.25,544.404,122.779
181.821,130.39,143.322,149.683,127.188,133.702,149.689,93.4713,170.251,125.075,464.999,142.352,498.123,162.168,543.372,121.436
180.838,129.816,143.052,148.053,127.013,131.337,148.704,93.3985,169.802,124.111,465.94,142.02,498.247,162.112,541.98,120.265
179.928,129.35,142.658,146.39,126.943,129.217,147.674,93.3464,169.233,123.331,466.887,141.698,498.387,162.059,540.961,117.481
178.805,128.75,142.035,144.845,127.111,127.545,146.677,93.2436,168.65,122.523,467.87,141.394,498.52,162.02,540.235,114.319
177.808,128.237,141.32,143.221,127.261,126.14,145.655,93.0566,167.982,121.844,468.852,141.208,498.749,161.979,539.447,111.452
176.721,127.669,140.741,141.815,127.383,124.837,144.558,92.863,167.248,121.158,469.764,141.155,498.96,161.915,538.732,108.804
176.122,127.372,140.483,141.183,127.488,124.279,144.061,92.7481,166.852,120.857,470.05,141.22,499.074,161.885,538.286,107.656
174.962,126.827,140.081,140.293,127.718,123.4,143.003,92.4479,166.048,120.22,471.01,141.166,499.329,161.8,537.671,105.504
173.127,125.889,139.478,139.823,127.887,122.425,141.414,92.0599,164.816,119.297,472.269,141.081,499.637,161.652,536.984,102.79
172.657,125.778,139.192,139.886,127.886,122.188,141.039,91.8984,164.412,119.139,472.985,140.945,499.872,161.553,536.828,100.961
171.271,125.802,138.039,140.386,127.562,122.176,139.863,91.4923,163.061,118.907,473.528,141.05,500.167,161.441,536.792,98.9378
170.321,126.014,137.365,140.838,127.089,122.476,139.07,91.2079,161.985,118.904,473.919,141.126,500.513,161.341,536.83,97.7779
169.267,126.121,136.759,141.301,126.485,122.971,138.324,91.0289,160.859,118.924,474.242,141.248,500.851,161.301,537.209,96.9942
167.697,126.203,135.784,141.862,125.152,123.981,137.189,90.8354,159.12,118.907,474.643,141.439,501.346,161.208,538.504,96.4467
166.278,126.08,134.768,142.443,123.227,125.111,135.959,90.5692,157.737,118.711,474.808,141.604,501.939,161.068,540.709,96.9255
165.89,126.039,134.386,142.678,122.678,125.449,135.436,90.5436,157.246,118.666,474.867,141.644,502.087,161.038,541.654,97.6979
165.09,125.976,133.855,143.087,121.463,126.223,134.511,90.4689,156.387,118.591,474.939,141.677,502.424,161.006,543.196,99.0304
164.464,125.944,133.317,143.529,120.371,127.072,133.807,90.441,155.673,118.629,475.004,141.69,502.729,160.984,545.005,99.4742
163.927,125.958,132.864,144.023,119.334,127.885,133.433,90.3666,155.034,118.765,475.028,141.727,502.95,160.985,547.61,99.2494
163.47,125.988,132.324,144.515,118.305,128.657,133.294,90.2536,154.534,118.943,475.068,141.775,503.157,161.008,550.47,99.5573
163.093,125.947,131.847,145.119,117.291,129.423,133.322,90.1327,154.212,119.09,475.11,141.797,503.369,161.128,553.645,100.917
162.781,125.834,131.328,145.838,116.359,130.382,133.438,90.0209,153.964,119.12,475.136,141.809,503.553,161.281,557.03,102.502
