196.154,138.005,145.046,182.101,78.7809,181.738,154.412,92.7153,176.328,136.901,456.324,148.346,491.106,185.597,556.905,158.975
195.008,137.773,142.921,179.515,74.9714,176.262,153.448,92.9252,175.612,136.372,457.181,147.959,491.36,184.413,557.172,155.174
194.635,137.75,142.355,178.662,73.8128,174.431,153.155,92.9621,175.357,136.082,457.442,147.871,491.405,184.161,557.211,154.114
193.887,137.598,141.287,176.845,71.2446,170.521,152.496,93.1285,174.914,135.692,457.971,147.574,491.59,183.704,557.364,151.782
193.139,137.524,140.302,175.033,68.7808,166.408,151.906,93.3134,174.376,135.335,458.664,147.104,491.768,183.07,557.588,149.086
192.404,137.376,139.378,173.161,66.4601,162.343,151.149,93.5494,173.946,134.941,458.881,147.009,491.821,182.941,557.64,148.603
191.653,137.178,138.487,170.973,64.313,158.1,150.52,93.7592,173.281,134.602,459.333,146.67,491.909,182.824,557.714,147.978
190.914,137.116,137.741,169.107,62.4055,153.502,149.876,93.9608,172.71,134.286,459.815,146.297,492.033,182.824,557.811,147.577
190.081,136.904,137.084,167.289,60.6111,148.78,149.103,94.1817,171.958,133.995,460.288,146.067,492.154,182.837,557.848,146.965
189.248,136.663,136.462,165.545,59.016,143.915,148.409,94.4697,171.129,133.68,460.968,145.71,492.304,182.853,557.812,145.923
188.841,136.607,136.267,164.786,58.312,141.423,148.045,94.586,170.797,133.452,461.207,145.529,492.408,182.836,557.783,145.263
187.546,136.258,135.663,163.274,56.4596,133.904,146.935,94.8699,169.637,132.737,461.979,145.138,492.651,182.824,557.48,144.491
187.083,136.121,135.525,162.974,55.9821,131.319,146.505,94.992,169.206,132.444,462.168,145.033,492.754,182.79,557.504,143.665
185.721,135.827,135.193,162.171,54.7042,123.706,145.22,95.3524,168.268,131.587,462.799,144.694,492.993,182.831,557.688,141.066
185.224,135.735,135.144,161.98,54.411,121.109,144.873,95.5034,168.025,131.186,462.951,144.622,493.077,182.835,557.765,139.894
